status,design,target_part,package,speed_grade,clock_constraint_mhz,achieved_frequency_mhz,worst_slack_ns,trellis_comb_used,trellis_comb_available,dffs_used,dffs_available,block_ram_used,block_ram_available,distributed_ram_write_ports_used,distributed_ram_write_ports_available,io_used,io_available,power,power_reason,yosys_version,nextpnr_version,nextpnr_return_code
pass,pipesense_fpga_top (complete production RTL and load interface),LFE5U-85F,CABGA756,6,25.000,34.124,10.695,7480,83640,1396,83640,0,208,256,10455,91,365,unavailable,No characterized ECP5 power model and no switching-activity trace in Yosys/nextpnr flow.,Yosys 0.33 (git sha1 2584903a060),"""nextpnr-ecp5"" -- Next Generation Place and Route (Version 0.6-3build5)",0
