sweep_tag,obs_window,min_residency,threshold_profile,seed,bench,baseline_mode,adaptive_cycles,baseline_cycles,cycle_reduction_pct,adaptive_wins_cycles,adaptive_ipc,baseline_ipc,ipc_improvement_pct,adaptive_energy,baseline_energy,energy_reduction_pct
w16_r24_thtight_seed0,16,24,tight,0,memory_heavy,fixed_memory,210,147,-42.86,False,0.4762,0.6803,-30.00,1066,839,-27.06
w16_r24_thtight_seed0,16,24,tight,0,memory_heavy,fixed_hazard,210,217,3.23,True,0.4762,0.4608,3.34,1066,1217,12.41
w16_r24_thtight_seed0,16,24,tight,0,memory_heavy,fixed_low_power,210,231,9.09,True,0.4762,0.4329,10.00,1066,769,-38.62
w16_r24_thtight_seed0,16,24,tight,0,mixed_control,static_normal,135,131,-3.05,False,0.5630,0.5802,-2.96,725,747,2.95
w16_r24_thtight_seed0,16,24,tight,0,mixed_control,fixed_branch,135,120,-12.50,False,0.5630,0.6333,-11.10,725,714,-1.54
w16_r24_thtight_seed0,16,24,tight,0,mixed_control,fixed_memory,135,105,-28.57,False,0.5630,0.7238,-22.22,725,617,-17.50
w16_r24_thtight_seed0,16,24,tight,0,mixed_control,fixed_hazard,135,131,-3.05,False,0.5630,0.5802,-2.96,725,747,2.95
w16_r24_thtight_seed0,16,24,tight,0,mixed_control,fixed_low_power,135,131,-3.05,False,0.5630,0.5802,-2.96,725,485,-49.48
w16_r24_thtight_seed0,16,24,tight,0,pid_control_codegen,static_normal,210,192,-9.38,False,0.6524,0.7135,-8.56,1171,1144,-2.36
w16_r24_thtight_seed0,16,24,tight,0,pid_control_codegen,fixed_branch,210,181,-16.02,False,0.6524,0.7569,-13.81,1171,1111,-5.40
w16_r24_thtight_seed0,16,24,tight,0,pid_control_codegen,fixed_memory,210,178,-17.98,False,0.6524,0.7697,-15.24,1171,1080,-8.43
w16_r24_thtight_seed0,16,24,tight,0,pid_control_codegen,fixed_hazard,210,180,-16.67,False,0.6524,0.7611,-14.28,1171,1114,-5.12
w16_r24_thtight_seed0,16,24,tight,0,pid_control_codegen,fixed_low_power,210,192,-9.38,False,0.6524,0.7135,-8.56,1171,760,-54.08
w16_r24_thtight_seed0,16,24,tight,0,tiny_fir,static_normal,160,159,-0.63,False,0.5625,0.5660,-0.62,846,883,4.19
w16_r24_thtight_seed0,16,24,tight,0,tiny_fir,fixed_branch,160,152,-5.26,False,0.5625,0.5921,-5.00,846,862,1.86
w16_r24_thtight_seed0,16,24,tight,0,tiny_fir,fixed_memory,160,127,-25.98,False,0.5625,0.7087,-20.63,846,739,-14.48
w16_r24_thtight_seed0,16,24,tight,0,tiny_fir,fixed_hazard,160,143,-11.89,False,0.5625,0.6294,-10.63,846,851,0.59
w16_r24_thtight_seed0,16,24,tight,0,tiny_fir,fixed_low_power,160,159,-0.63,False,0.5625,0.5660,-0.62,846,565,-49.73
w16_r24_thmedium_seed0,16,24,medium,0,arithmetic_heavy,static_normal,30,30,0.00,False,0.7333,0.7333,0.00,176,176,0.00
w16_r24_thmedium_seed0,16,24,medium,0,arithmetic_heavy,fixed_branch,30,30,0.00,False,0.7333,0.7333,0.00,176,176,0.00
w16_r24_thmedium_seed0,16,24,medium,0,arithmetic_heavy,fixed_memory,30,30,0.00,False,0.7333,0.7333,0.00,176,176,0.00
w16_r24_thmedium_seed0,16,24,medium,0,arithmetic_heavy,fixed_hazard,30,29,-3.45,False,0.7333,0.7586,-3.34,176,173,-1.73
w16_r24_thmedium_seed0,16,24,medium,0,arithmetic_heavy,fixed_low_power,30,30,0.00,False,0.7333,0.7333,0.00,176,116,-51.72
w16_r24_thmedium_seed0,16,24,medium,0,branch_heavy,static_normal,128,128,0.00,False,0.5781,0.5781,0.00,678,678,0.00
w16_r24_thmedium_seed0,16,24,medium,0,branch_heavy,fixed_branch,128,105,-21.90,False,0.5781,0.7048,-17.98,678,609,-11.33
w16_r24_thmedium_seed0,16,24,medium,0,branch_heavy,fixed_memory,128,128,0.00,False,0.5781,0.5781,0.00,678,678,0.00
w16_r24_thmedium_seed0,16,24,medium,0,branch_heavy,fixed_hazard,128,127,-0.79,False,0.5781,0.5827,-0.79,678,675,-0.44
w16_r24_thmedium_seed0,16,24,medium,0,branch_heavy,fixed_low_power,128,128,0.00,False,0.5781,0.5781,0.00,678,422,-60.66
w16_r24_thmedium_seed0,16,24,medium,0,coremark_toy,static_normal,162,162,0.00,False,0.6975,0.6975,0.00,957,957,0.00
w16_r24_thmedium_seed0,16,24,medium,0,coremark_toy,fixed_branch,162,151,-7.28,False,0.6975,0.7483,-6.79,957,913,-4.82
w16_r24_thmedium_seed0,16,24,medium,0,coremark_toy,fixed_memory,162,154,-5.19,False,0.6975,0.7338,-4.95,957,923,-3.68
w16_r24_thmedium_seed0,16,24,medium,0,coremark_toy,fixed_hazard,162,150,-8.00,False,0.6975,0.7533,-7.41,957,927,-3.24
w16_r24_thmedium_seed0,16,24,medium,0,coremark_toy,fixed_low_power,162,162,0.00,False,0.6975,0.6975,0.00,957,633,-51.18
w16_r24_thmedium_seed0,16,24,medium,0,dhrystone_toy,static_normal,133,133,0.00,False,0.7970,0.7970,0.00,825,825,0.00
w16_r24_thmedium_seed0,16,24,medium,0,dhrystone_toy,fixed_branch,133,124,-7.26,False,0.7970,0.8548,-6.76,825,798,-3.38
w16_r24_thmedium_seed0,16,24,medium,0,dhrystone_toy,fixed_memory,133,131,-1.53,False,0.7970,0.8092,-1.51,825,815,-1.23
w16_r24_thmedium_seed0,16,24,medium,0,dhrystone_toy,fixed_hazard,133,133,0.00,False,0.7970,0.7970,0.00,825,825,0.00
w16_r24_thmedium_seed0,16,24,medium,0,dhrystone_toy,fixed_low_power,133,133,0.00,False,0.7970,0.7970,0.00,825,559,-47.58
w16_r24_thmedium_seed0,16,24,medium,0,dsp_fir_codegen,static_normal,192,192,0.00,False,0.6510,0.6510,0.00,1106,1106,0.00
w16_r24_thmedium_seed0,16,24,medium,0,dsp_fir_codegen,fixed_branch,192,185,-3.78,False,0.6510,0.6757,-3.66,1106,1085,-1.94
w16_r24_thmedium_seed0,16,24,medium,0,dsp_fir_codegen,fixed_memory,192,170,-12.94,False,0.6510,0.7353,-11.46,1106,1008,-9.72
w16_r24_thmedium_seed0,16,24,medium,0,dsp_fir_codegen,fixed_hazard,192,168,-14.29,False,0.6510,0.7440,-12.50,1106,1046,-5.74
w16_r24_thmedium_seed0,16,24,medium,0,dsp_fir_codegen,fixed_low_power,192,192,0.00,False,0.6510,0.6510,0.00,1106,722,-53.19
w16_r24_thmedium_seed0,16,24,medium,0,load_use_heavy,static_normal,205,205,0.00,False,0.6244,0.6244,0.00,1125,1125,0.00
w16_r24_thmedium_seed0,16,24,medium,0,load_use_heavy,fixed_branch,205,188,-9.04,False,0.6244,0.6809,-8.30,1125,1074,-4.75
w16_r24_thmedium_seed0,16,24,medium,0,load_use_heavy,fixed_memory,205,205,0.00,False,0.6244,0.6244,0.00,1125,1125,0.00
w16_r24_thmedium_seed0,16,24,medium,0,load_use_heavy,fixed_hazard,205,169,-21.30,False,0.6244,0.7574,-17.56,1125,1017,-10.62
w16_r24_thmedium_seed0,16,24,medium,0,load_use_heavy,fixed_low_power,205,205,0.00,False,0.6244,0.6244,0.00,1125,715,-57.34
w16_r24_thmedium_seed0,16,24,medium,0,memory_heavy,static_normal,231,231,0.00,False,0.4329,0.4329,0.00,1231,1231,0.00
w16_r24_thmedium_seed0,16,24,medium,0,memory_heavy,fixed_branch,231,218,-5.96,False,0.4329,0.4587,-5.62,1231,1192,-3.27
w16_r24_thmedium_seed0,16,24,medium,0,memory_heavy,fixed_memory,231,147,-57.14,False,0.4329,0.6803,-36.37,1231,839,-46.72
w16_r24_thmedium_seed0,16,24,medium,0,memory_heavy,fixed_hazard,231,217,-6.45,False,0.4329,0.4608,-6.05,1231,1217,-1.15
w16_r24_thmedium_seed0,16,24,medium,0,memory_heavy,fixed_low_power,231,231,0.00,False,0.4329,0.4329,0.00,1231,769,-60.08
w16_r24_thmedium_seed0,16,24,medium,0,mixed_control,static_normal,131,131,0.00,False,0.5802,0.5802,0.00,747,747,0.00
w16_r24_thmedium_seed0,16,24,medium,0,mixed_control,fixed_branch,131,120,-9.17,False,0.5802,0.6333,-8.38,747,714,-4.62
w16_r24_thmedium_seed0,16,24,medium,0,mixed_control,fixed_memory,131,105,-24.76,False,0.5802,0.7238,-19.84,747,617,-21.07
w16_r24_thmedium_seed0,16,24,medium,0,mixed_control,fixed_hazard,131,131,0.00,False,0.5802,0.5802,0.00,747,747,0.00
w16_r24_thmedium_seed0,16,24,medium,0,mixed_control,fixed_low_power,131,131,0.00,False,0.5802,0.5802,0.00,747,485,-54.02
w16_r24_thmedium_seed0,16,24,medium,0,pid_control_codegen,static_normal,192,192,0.00,False,0.7135,0.7135,0.00,1144,1144,0.00
w16_r24_thmedium_seed0,16,24,medium,0,pid_control_codegen,fixed_branch,192,181,-6.08,False,0.7135,0.7569,-5.73,1144,1111,-2.97
w16_r24_thmedium_seed0,16,24,medium,0,pid_control_codegen,fixed_memory,192,178,-7.87,False,0.7135,0.7697,-7.30,1144,1080,-5.93
w16_r24_thmedium_seed0,16,24,medium,0,pid_control_codegen,fixed_hazard,192,180,-6.67,False,0.7135,0.7611,-6.25,1144,1114,-2.69
w16_r24_thmedium_seed0,16,24,medium,0,pid_control_codegen,fixed_low_power,192,192,0.00,False,0.7135,0.7135,0.00,1144,760,-50.53
w16_r24_thmedium_seed0,16,24,medium,0,tiny_fir,static_normal,159,159,0.00,False,0.5660,0.5660,0.00,883,883,0.00
w16_r24_thmedium_seed0,16,24,medium,0,tiny_fir,fixed_branch,159,152,-4.61,False,0.5660,0.5921,-4.41,883,862,-2.44
w16_r24_thmedium_seed0,16,24,medium,0,tiny_fir,fixed_memory,159,127,-25.20,False,0.5660,0.7087,-20.14,883,739,-19.49
w16_r24_thmedium_seed0,16,24,medium,0,tiny_fir,fixed_hazard,159,143,-11.19,False,0.5660,0.6294,-10.07,883,851,-3.76
w16_r24_thmedium_seed0,16,24,medium,0,tiny_fir,fixed_low_power,159,159,0.00,False,0.5660,0.5660,0.00,883,565,-56.28
w16_r24_thloose_seed0,16,24,loose,0,arithmetic_heavy,static_normal,30,30,0.00,False,0.7333,0.7333,0.00,176,176,0.00
w16_r24_thloose_seed0,16,24,loose,0,arithmetic_heavy,fixed_branch,30,30,0.00,False,0.7333,0.7333,0.00,176,176,0.00
w16_r24_thloose_seed0,16,24,loose,0,arithmetic_heavy,fixed_memory,30,30,0.00,False,0.7333,0.7333,0.00,176,176,0.00
w16_r24_thloose_seed0,16,24,loose,0,arithmetic_heavy,fixed_hazard,30,29,-3.45,False,0.7333,0.7586,-3.34,176,173,-1.73
w16_r24_thloose_seed0,16,24,loose,0,arithmetic_heavy,fixed_low_power,30,30,0.00,False,0.7333,0.7333,0.00,176,116,-51.72
w16_r24_thloose_seed0,16,24,loose,0,branch_heavy,static_normal,128,128,0.00,False,0.5781,0.5781,0.00,678,678,0.00
w16_r24_thloose_seed0,16,24,loose,0,branch_heavy,fixed_branch,128,105,-21.90,False,0.5781,0.7048,-17.98,678,609,-11.33
w16_r24_thloose_seed0,16,24,loose,0,branch_heavy,fixed_memory,128,128,0.00,False,0.5781,0.5781,0.00,678,678,0.00
w16_r24_thloose_seed0,16,24,loose,0,branch_heavy,fixed_hazard,128,127,-0.79,False,0.5781,0.5827,-0.79,678,675,-0.44
w16_r24_thloose_seed0,16,24,loose,0,branch_heavy,fixed_low_power,128,128,0.00,False,0.5781,0.5781,0.00,678,422,-60.66
w16_r24_thloose_seed0,16,24,loose,0,coremark_toy,static_normal,162,162,0.00,False,0.6975,0.6975,0.00,957,957,0.00
w16_r24_thloose_seed0,16,24,loose,0,coremark_toy,fixed_branch,162,151,-7.28,False,0.6975,0.7483,-6.79,957,913,-4.82
w16_r24_thloose_seed0,16,24,loose,0,coremark_toy,fixed_memory,162,154,-5.19,False,0.6975,0.7338,-4.95,957,923,-3.68
w16_r24_thloose_seed0,16,24,loose,0,coremark_toy,fixed_hazard,162,150,-8.00,False,0.6975,0.7533,-7.41,957,927,-3.24
w16_r24_thloose_seed0,16,24,loose,0,coremark_toy,fixed_low_power,162,162,0.00,False,0.6975,0.6975,0.00,957,633,-51.18
w16_r24_thloose_seed0,16,24,loose,0,dhrystone_toy,static_normal,133,133,0.00,False,0.7970,0.7970,0.00,825,825,0.00
w16_r24_thloose_seed0,16,24,loose,0,dhrystone_toy,fixed_branch,133,124,-7.26,False,0.7970,0.8548,-6.76,825,798,-3.38
w16_r24_thloose_seed0,16,24,loose,0,dhrystone_toy,fixed_memory,133,131,-1.53,False,0.7970,0.8092,-1.51,825,815,-1.23
w16_r24_thloose_seed0,16,24,loose,0,dhrystone_toy,fixed_hazard,133,133,0.00,False,0.7970,0.7970,0.00,825,825,0.00
w16_r24_thloose_seed0,16,24,loose,0,dhrystone_toy,fixed_low_power,133,133,0.00,False,0.7970,0.7970,0.00,825,559,-47.58
w16_r24_thloose_seed0,16,24,loose,0,dsp_fir_codegen,static_normal,192,192,0.00,False,0.6510,0.6510,0.00,1106,1106,0.00
w16_r24_thloose_seed0,16,24,loose,0,dsp_fir_codegen,fixed_branch,192,185,-3.78,False,0.6510,0.6757,-3.66,1106,1085,-1.94
w16_r24_thloose_seed0,16,24,loose,0,dsp_fir_codegen,fixed_memory,192,170,-12.94,False,0.6510,0.7353,-11.46,1106,1008,-9.72
w16_r24_thloose_seed0,16,24,loose,0,dsp_fir_codegen,fixed_hazard,192,168,-14.29,False,0.6510,0.7440,-12.50,1106,1046,-5.74
w16_r24_thloose_seed0,16,24,loose,0,dsp_fir_codegen,fixed_low_power,192,192,0.00,False,0.6510,0.6510,0.00,1106,722,-53.19
w16_r24_thloose_seed0,16,24,loose,0,load_use_heavy,static_normal,205,205,0.00,False,0.6244,0.6244,0.00,1125,1125,0.00
w16_r24_thloose_seed0,16,24,loose,0,load_use_heavy,fixed_branch,205,188,-9.04,False,0.6244,0.6809,-8.30,1125,1074,-4.75
w16_r24_thloose_seed0,16,24,loose,0,load_use_heavy,fixed_memory,205,205,0.00,False,0.6244,0.6244,0.00,1125,1125,0.00
w16_r24_thloose_seed0,16,24,loose,0,load_use_heavy,fixed_hazard,205,169,-21.30,False,0.6244,0.7574,-17.56,1125,1017,-10.62
w16_r24_thloose_seed0,16,24,loose,0,load_use_heavy,fixed_low_power,205,205,0.00,False,0.6244,0.6244,0.00,1125,715,-57.34
w16_r24_thloose_seed0,16,24,loose,0,memory_heavy,static_normal,231,231,0.00,False,0.4329,0.4329,0.00,1231,1231,0.00
w16_r24_thloose_seed0,16,24,loose,0,memory_heavy,fixed_branch,231,218,-5.96,False,0.4329,0.4587,-5.62,1231,1192,-3.27
w16_r24_thloose_seed0,16,24,loose,0,memory_heavy,fixed_memory,231,147,-57.14,False,0.4329,0.6803,-36.37,1231,839,-46.72
w16_r24_thloose_seed0,16,24,loose,0,memory_heavy,fixed_hazard,231,217,-6.45,False,0.4329,0.4608,-6.05,1231,1217,-1.15
w16_r24_thloose_seed0,16,24,loose,0,memory_heavy,fixed_low_power,231,231,0.00,False,0.4329,0.4329,0.00,1231,769,-60.08
w16_r24_thloose_seed0,16,24,loose,0,mixed_control,static_normal,131,131,0.00,False,0.5802,0.5802,0.00,747,747,0.00
w16_r24_thloose_seed0,16,24,loose,0,mixed_control,fixed_branch,131,120,-9.17,False,0.5802,0.6333,-8.38,747,714,-4.62
w16_r24_thloose_seed0,16,24,loose,0,mixed_control,fixed_memory,131,105,-24.76,False,0.5802,0.7238,-19.84,747,617,-21.07
w16_r24_thloose_seed0,16,24,loose,0,mixed_control,fixed_hazard,131,131,0.00,False,0.5802,0.5802,0.00,747,747,0.00
w16_r24_thloose_seed0,16,24,loose,0,mixed_control,fixed_low_power,131,131,0.00,False,0.5802,0.5802,0.00,747,485,-54.02
w16_r24_thloose_seed0,16,24,loose,0,pid_control_codegen,static_normal,192,192,0.00,False,0.7135,0.7135,0.00,1144,1144,0.00
w16_r24_thloose_seed0,16,24,loose,0,pid_control_codegen,fixed_branch,192,181,-6.08,False,0.7135,0.7569,-5.73,1144,1111,-2.97
w16_r24_thloose_seed0,16,24,loose,0,pid_control_codegen,fixed_memory,192,178,-7.87,False,0.7135,0.7697,-7.30,1144,1080,-5.93
w16_r24_thloose_seed0,16,24,loose,0,pid_control_codegen,fixed_hazard,192,180,-6.67,False,0.7135,0.7611,-6.25,1144,1114,-2.69
w16_r24_thloose_seed0,16,24,loose,0,pid_control_codegen,fixed_low_power,192,192,0.00,False,0.7135,0.7135,0.00,1144,760,-50.53
w16_r24_thloose_seed0,16,24,loose,0,tiny_fir,static_normal,159,159,0.00,False,0.5660,0.5660,0.00,883,883,0.00
w16_r24_thloose_seed0,16,24,loose,0,tiny_fir,fixed_branch,159,152,-4.61,False,0.5660,0.5921,-4.41,883,862,-2.44
w16_r24_thloose_seed0,16,24,loose,0,tiny_fir,fixed_memory,159,127,-25.20,False,0.5660,0.7087,-20.14,883,739,-19.49
w16_r24_thloose_seed0,16,24,loose,0,tiny_fir,fixed_hazard,159,143,-11.19,False,0.5660,0.6294,-10.07,883,851,-3.76
w16_r24_thloose_seed0,16,24,loose,0,tiny_fir,fixed_low_power,159,159,0.00,False,0.5660,0.5660,0.00,883,565,-56.28
w16_r48_thtight_seed0,16,48,tight,0,arithmetic_heavy,static_normal,30,30,0.00,False,0.7333,0.7333,0.00,176,176,0.00
w16_r48_thtight_seed0,16,48,tight,0,arithmetic_heavy,fixed_branch,30,30,0.00,False,0.7333,0.7333,0.00,176,176,0.00
w16_r48_thtight_seed0,16,48,tight,0,arithmetic_heavy,fixed_memory,30,30,0.00,False,0.7333,0.7333,0.00,176,176,0.00
w16_r48_thtight_seed0,16,48,tight,0,arithmetic_heavy,fixed_hazard,30,29,-3.45,False,0.7333,0.7586,-3.34,176,173,-1.73
w16_r48_thtight_seed0,16,48,tight,0,arithmetic_heavy,fixed_low_power,30,30,0.00,False,0.7333,0.7333,0.00,176,116,-51.72
w16_r48_thtight_seed0,16,48,tight,0,branch_heavy,static_normal,119,128,7.03,True,0.6218,0.5781,7.56,646,678,4.72
w16_r48_thtight_seed0,16,48,tight,0,branch_heavy,fixed_branch,119,105,-13.33,False,0.6218,0.7048,-11.78,646,609,-6.08
w16_r48_thtight_seed0,16,48,tight,0,branch_heavy,fixed_memory,119,128,7.03,True,0.6218,0.5781,7.56,646,678,4.72
w16_r48_thtight_seed0,16,48,tight,0,branch_heavy,fixed_hazard,119,127,6.30,True,0.6218,0.5827,6.71,646,675,4.30
w16_r48_thtight_seed0,16,48,tight,0,branch_heavy,fixed_low_power,119,128,7.03,True,0.6218,0.5781,7.56,646,422,-53.08
w16_r48_thtight_seed0,16,48,tight,0,coremark_toy,static_normal,162,162,0.00,False,0.6975,0.6975,0.00,957,957,0.00
w16_r48_thtight_seed0,16,48,tight,0,coremark_toy,fixed_branch,162,151,-7.28,False,0.6975,0.7483,-6.79,957,913,-4.82
w16_r48_thtight_seed0,16,48,tight,0,coremark_toy,fixed_memory,162,154,-5.19,False,0.6975,0.7338,-4.95,957,923,-3.68
w16_r48_thtight_seed0,16,48,tight,0,coremark_toy,fixed_hazard,162,150,-8.00,False,0.6975,0.7533,-7.41,957,927,-3.24
w16_r48_thtight_seed0,16,48,tight,0,coremark_toy,fixed_low_power,162,162,0.00,False,0.6975,0.6975,0.00,957,633,-51.18
w16_r48_thtight_seed0,16,48,tight,0,dhrystone_toy,static_normal,133,133,0.00,False,0.7970,0.7970,0.00,825,825,0.00
w16_r48_thtight_seed0,16,48,tight,0,dhrystone_toy,fixed_branch,133,124,-7.26,False,0.7970,0.8548,-6.76,825,798,-3.38
w16_r48_thtight_seed0,16,48,tight,0,dhrystone_toy,fixed_memory,133,131,-1.53,False,0.7970,0.8092,-1.51,825,815,-1.23
w16_r48_thtight_seed0,16,48,tight,0,dhrystone_toy,fixed_hazard,133,133,0.00,False,0.7970,0.7970,0.00,825,825,0.00
w16_r48_thtight_seed0,16,48,tight,0,dhrystone_toy,fixed_low_power,133,133,0.00,False,0.7970,0.7970,0.00,825,559,-47.58
w16_r48_thtight_seed0,16,48,tight,0,dsp_fir_codegen,static_normal,196,192,-2.08,False,0.6378,0.6510,-2.03,1103,1106,0.27
w16_r48_thtight_seed0,16,48,tight,0,dsp_fir_codegen,fixed_branch,196,185,-5.95,False,0.6378,0.6757,-5.61,1103,1085,-1.66
w16_r48_thtight_seed0,16,48,tight,0,dsp_fir_codegen,fixed_memory,196,170,-15.29,False,0.6378,0.7353,-13.26,1103,1008,-9.42
w16_r48_thtight_seed0,16,48,tight,0,dsp_fir_codegen,fixed_hazard,196,168,-16.67,False,0.6378,0.7440,-14.27,1103,1046,-5.45
w16_r48_thtight_seed0,16,48,tight,0,dsp_fir_codegen,fixed_low_power,196,192,-2.08,False,0.6378,0.6510,-2.03,1103,722,-52.77
w16_r48_thtight_seed0,16,48,tight,0,load_use_heavy,static_normal,193,205,5.85,True,0.6632,0.6244,6.21,1079,1125,4.09
w16_r48_thtight_seed0,16,48,tight,0,load_use_heavy,fixed_branch,193,188,-2.66,False,0.6632,0.6809,-2.60,1079,1074,-0.47
w16_r48_thtight_seed0,16,48,tight,0,load_use_heavy,fixed_memory,193,205,5.85,True,0.6632,0.6244,6.21,1079,1125,4.09
w16_r48_thtight_seed0,16,48,tight,0,load_use_heavy,fixed_hazard,193,169,-14.20,False,0.6632,0.7574,-12.44,1079,1017,-6.10
w16_r48_thtight_seed0,16,48,tight,0,load_use_heavy,fixed_low_power,193,205,5.85,True,0.6632,0.6244,6.21,1079,715,-50.91
w16_r48_thtight_seed0,16,48,tight,0,memory_heavy,static_normal,197,231,14.72,True,0.5076,0.4329,17.26,1040,1231,15.52
w16_r48_thtight_seed0,16,48,tight,0,memory_heavy,fixed_branch,197,218,9.63,True,0.5076,0.4587,10.66,1040,1192,12.75
w16_r48_thtight_seed0,16,48,tight,0,memory_heavy,fixed_memory,197,147,-34.01,False,0.5076,0.6803,-25.39,1040,839,-23.96
w16_r48_thtight_seed0,16,48,tight,0,memory_heavy,fixed_hazard,197,217,9.22,True,0.5076,0.4608,10.16,1040,1217,14.54
w16_r48_thtight_seed0,16,48,tight,0,memory_heavy,fixed_low_power,197,231,14.72,True,0.5076,0.4329,17.26,1040,769,-35.24
w16_r48_thtight_seed0,16,48,tight,0,mixed_control,static_normal,131,131,0.00,False,0.5802,0.5802,0.00,725,747,2.95
w16_r48_thtight_seed0,16,48,tight,0,mixed_control,fixed_branch,131,120,-9.17,False,0.5802,0.6333,-8.38,725,714,-1.54
w16_r48_thtight_seed0,16,48,tight,0,mixed_control,fixed_memory,131,105,-24.76,False,0.5802,0.7238,-19.84,725,617,-17.50
w16_r48_thtight_seed0,16,48,tight,0,mixed_control,fixed_hazard,131,131,0.00,False,0.5802,0.5802,0.00,725,747,2.95
w16_r48_thtight_seed0,16,48,tight,0,mixed_control,fixed_low_power,131,131,0.00,False,0.5802,0.5802,0.00,725,485,-49.48
w16_r48_thtight_seed0,16,48,tight,0,pid_control_codegen,static_normal,196,192,-2.08,False,0.6990,0.7135,-2.03,1140,1144,0.35
w16_r48_thtight_seed0,16,48,tight,0,pid_control_codegen,fixed_branch,196,181,-8.29,False,0.6990,0.7569,-7.65,1140,1111,-2.61
w16_r48_thtight_seed0,16,48,tight,0,pid_control_codegen,fixed_memory,196,178,-10.11,False,0.6990,0.7697,-9.19,1140,1080,-5.56
w16_r48_thtight_seed0,16,48,tight,0,pid_control_codegen,fixed_hazard,196,180,-8.89,False,0.6990,0.7611,-8.16,1140,1114,-2.33
w16_r48_thtight_seed0,16,48,tight,0,pid_control_codegen,fixed_low_power,196,192,-2.08,False,0.6990,0.7135,-2.03,1140,760,-50.00
w16_r48_thtight_seed0,16,48,tight,0,tiny_fir,static_normal,161,159,-1.26,False,0.5590,0.5660,-1.24,869,883,1.59
w16_r48_thtight_seed0,16,48,tight,0,tiny_fir,fixed_branch,161,152,-5.92,False,0.5590,0.5921,-5.59,869,862,-0.81
w16_r48_thtight_seed0,16,48,tight,0,tiny_fir,fixed_memory,161,127,-26.77,False,0.5590,0.7087,-21.12,869,739,-17.59
w16_r48_thtight_seed0,16,48,tight,0,tiny_fir,fixed_hazard,161,143,-12.59,False,0.5590,0.6294,-11.19,869,851,-2.12
w16_r48_thtight_seed0,16,48,tight,0,tiny_fir,fixed_low_power,161,159,-1.26,False,0.5590,0.5660,-1.24,869,565,-53.81
w16_r48_thmedium_seed0,16,48,medium,0,arithmetic_heavy,static_normal,30,30,0.00,False,0.7333,0.7333,0.00,176,176,0.00
w16_r48_thmedium_seed0,16,48,medium,0,arithmetic_heavy,fixed_branch,30,30,0.00,False,0.7333,0.7333,0.00,176,176,0.00
w16_r48_thmedium_seed0,16,48,medium,0,arithmetic_heavy,fixed_memory,30,30,0.00,False,0.7333,0.7333,0.00,176,176,0.00
w16_r48_thmedium_seed0,16,48,medium,0,arithmetic_heavy,fixed_hazard,30,29,-3.45,False,0.7333,0.7586,-3.34,176,173,-1.73
w16_r48_thmedium_seed0,16,48,medium,0,arithmetic_heavy,fixed_low_power,30,30,0.00,False,0.7333,0.7333,0.00,176,116,-51.72
w16_r48_thmedium_seed0,16,48,medium,0,branch_heavy,static_normal,128,128,0.00,False,0.5781,0.5781,0.00,678,678,0.00
w16_r48_thmedium_seed0,16,48,medium,0,branch_heavy,fixed_branch,128,105,-21.90,False,0.5781,0.7048,-17.98,678,609,-11.33
w16_r48_thmedium_seed0,16,48,medium,0,branch_heavy,fixed_memory,128,128,0.00,False,0.5781,0.5781,0.00,678,678,0.00
w16_r48_thmedium_seed0,16,48,medium,0,branch_heavy,fixed_hazard,128,127,-0.79,False,0.5781,0.5827,-0.79,678,675,-0.44
w16_r48_thmedium_seed0,16,48,medium,0,branch_heavy,fixed_low_power,128,128,0.00,False,0.5781,0.5781,0.00,678,422,-60.66
w16_r48_thmedium_seed0,16,48,medium,0,coremark_toy,static_normal,162,162,0.00,False,0.6975,0.6975,0.00,957,957,0.00
w16_r48_thmedium_seed0,16,48,medium,0,coremark_toy,fixed_branch,162,151,-7.28,False,0.6975,0.7483,-6.79,957,913,-4.82
w16_r48_thmedium_seed0,16,48,medium,0,coremark_toy,fixed_memory,162,154,-5.19,False,0.6975,0.7338,-4.95,957,923,-3.68
w16_r48_thmedium_seed0,16,48,medium,0,coremark_toy,fixed_hazard,162,150,-8.00,False,0.6975,0.7533,-7.41,957,927,-3.24
w16_r48_thmedium_seed0,16,48,medium,0,coremark_toy,fixed_low_power,162,162,0.00,False,0.6975,0.6975,0.00,957,633,-51.18
w16_r48_thmedium_seed0,16,48,medium,0,dhrystone_toy,static_normal,133,133,0.00,False,0.7970,0.7970,0.00,825,825,0.00
w16_r48_thmedium_seed0,16,48,medium,0,dhrystone_toy,fixed_branch,133,124,-7.26,False,0.7970,0.8548,-6.76,825,798,-3.38
w16_r48_thmedium_seed0,16,48,medium,0,dhrystone_toy,fixed_memory,133,131,-1.53,False,0.7970,0.8092,-1.51,825,815,-1.23
w16_r48_thmedium_seed0,16,48,medium,0,dhrystone_toy,fixed_hazard,133,133,0.00,False,0.7970,0.7970,0.00,825,825,0.00
w16_r48_thmedium_seed0,16,48,medium,0,dhrystone_toy,fixed_low_power,133,133,0.00,False,0.7970,0.7970,0.00,825,559,-47.58
w16_r48_thmedium_seed0,16,48,medium,0,dsp_fir_codegen,static_normal,192,192,0.00,False,0.6510,0.6510,0.00,1106,1106,0.00
w16_r48_thmedium_seed0,16,48,medium,0,dsp_fir_codegen,fixed_branch,192,185,-3.78,False,0.6510,0.6757,-3.66,1106,1085,-1.94
